text,label
"Resistive switching dielectrics can be deposited by various methods, such as sputtering. Atomic layer deposition (ALD) systems have the advantages of uniform deposition, excellent step coverage, and accurate thickness control [23]. Therefore, they are suitable for a 3D vertical RRAM structure [24] as well as a conventional 2D cross-point RRAM structure.",Introduction
"Neuromorphic systems are being studied to implement a better and more efficient computing system than the existing von Neumann computing structure [25]. Neuromorphic computing enables data operation and storage to be processed as closely as possible. Parallel data processing with low energy is achieved by adopting a structure in which the RRAM element array acts as an artificial synapse [26?30]. To implement an RRAM based synaptic array in a neuromorphic system, it is important that the state of RRAM has a multi-level cell (MLC) [26?30]. Therefore, gradual change in the conductance value in an RRAM device is essential to obtain MLCs easily. Through gradual conductance changes, synaptic plasticity is imitated frequently [26?30]. To achieve a gradual change, the current of a RRAM cell should not be changed abruptly by the applied electric field. Filamentary-type resistive switching generally exhibits an abrupt transition in the set pro cess [31]. There have been reports of a gradual transition in the set process using a bilayer stack [32,33]. This gradual set process, by self-compliance, could improve the synaptic properties of a neuromorphic system. A Ti/TaOx/HfO2/Pt device exhibits gradual set and reset processes owing to the oxygen reservoir of the thin TaOx layer [32]. In addition, a Ni/SiN/Al2O3/TiN device shows gradual set and reset I?V characteristics due to the tunnel barrier of Al2O3 [33].",Introduction
"In this study, we demonstrated gradual synaptic modulation in an ALD-deposited TiO2/HfAlOx RRAM device. So far, not much has been reported about ALD-deposited TiO2-based resistive memory. In previous studies, it was found that a high-k alloy type RRAM device can adjust the dielectric band gap while controlling the composition ratio, which can tune the resistance change switching properties [11,34].",Introduction
"A Pt/TiO2/HfAlOx/TiN RRAM device was prepared as follows. A 100 nm thick TiN layer was deposited on a SiO2/Si wafer via reactive sputtering. Thereafter, a 7 nm thick HfAlOx layer was deposited by the ALD system. Tetrakis (ethylmethylamino) hafnium (TEMAH) and trimethylaluminum (TMA) were used as the metal precursors for the HfO2 and Al2O3 layers, respectively. H2O was used as the oxidant for both layers. One cycle of (TMA + H2O) deposition and 11 cycles of (TEMAH + H2O) deposition were conducted for the alloyed-type dielectric. Next, a 7 nm thick TiO2 layer was deposited using titanium tetraisopropoxide (TTIP) and H2O as reactants. Finally, a 100 nm thick Pt layer was deposited using an electron-beam evaporator via a shadow mask with circular patterns 100 ?m in diameter.",Methods
"XPS depth analysis was conducted using a Nexsa photoelectron spectrometer (Thermo Fisher Scientific, Waltham, MA, USA) with a microfocus monochromatic X-ray source (Al-K¥á (1486.6 eV)), a sputter source (Ar+ ), an ion energy of 2 kV, a sputter rate of 0.5 nm/s for SiO2, and a beam size of 100 ?m. The current?voltage (I?V) curves and transient curves of the RRAM cells were measured using a semiconductor parameter analyzer (Keithley 4200-SCS and 4225-PMU ultrafast module, Keithley Instrumnets, Cleveland, OH, USA), while a bias was applied to the Pt top electrode, and the TiN bottom electrode was grounded.",Methods
"Figure 1a shows a schematic of the Pt/TiO2/HfAlOx/TiN device. XPS analysis was performed as the X-ray was incident from the TiO2 surface, and analysis was conducted on the inner thin film through Ar+ etching. Overall, ALD-deposited film had better stoichiometry compared with films deposited by other sputtering systems [35]. Figure 1b,c shows the Ti 2p spectra for an etch time of 2 s and an etch time of 35 s, which correspond to the TiO2 layer and the TiN bottom electrode, respectively. The Ti 2p XPS spectra included Ti 2p3/2 and Ti2p1/2, as shown in Figure 1b,c. The peak binding energies of Ti 2p3/2 and Ti 2p1/2 were located at approximately 458.94 eV and 464.5 eV for Ti-O bonds [36]. However, the peak binding energies of Ti 2p3/2 and Ti 2p1/2 were found at approximately 454.92 eV and 460.93 eV for Ti-N bonds [37]. Figure 1d shows the Hf 4f spectra at an etch level of 9. Hf 4f7/2 and Hf 4f5/2 doublet peaks were found at 18.63 eV and 20.03 eV, respectively, for Hf-O bonds in the Hf-dominated HfAlOx film. Figure 1e shows the Al 2p spectra at an etch time of 9 s.",Main
"Figure 2a shows the I?V current characteristics, including 200 cycles of the Pt/TiO2/ HfAlOx/TiN device. It was noted that initial forming curve is similar to the subsequent I?V curve of the set process, indicating that the device can be operated with a constant set voltage without the need for an additional forming process. We used filamentary model for resistive switching here, referring to existing literature [38,39]. The set process occurred by sweeping from 0 V to ?0.7 V. An abrupt set transition was observed from the HRS to LRS, in which the decrease in resistance was due to soft breakdown in the two insulator layers. Here, a compliance current (CC) of 1 mA was used to control the conducting filament. Moreover, the oxygen vacancies in the double insulating layers were created under the applied bias [40]. It should be noted that the negative bias on the Pt/TiO2/HfAlOx/TiN device is relatively more favorable for resistive switching because the TiON interfacial layer acts as an oxygen reservoir [41]. The oxygen can easily move to the TiN layer to form TiON when a negative bias is applied on Pt. The detailed mechanisms have been discussed in previous studies [34,40,42]. The reset process was conducted to return the device to the HRS by sweeping from 0 V to 1 V. The reset process occurs because of the rupture of the conducting filament based on oxygen vacancies. The oxygen ions move from the TiON layer under a positive bias, and the recombination occurs with oxygen vacancies. Subsequently, the conducting filament can be ruptured, which indicates a decrease in conductance. Figure 2b shows up to 200 cycles, in which LRS and HRS possessed a read voltage of 0.3 V. Uniform LRS and HRS were achieved even though a small on/off ratio was observed. To increase the on/off ratio, the CC and reset stop voltages can be increased. The LRS current increased with an increase in CC, and the HRS current decreased with an increase in the reset stop voltage. An on/off ratio of 10 times or more was achieved by a CC of 10 mA and a reset sweep voltage of 2 V for 200 endurance cycles, as shown in Figure 2c. Good retention properties in the LRS and HRS were observed for 1 h (Figure 2d).",Main
"Next, we demonstrated the fine modulation of the LRS and HRS by varying the reset stop voltage. Figure 3a?c shows the I?V characteristics of the Pt/TiO2/HfAlOx/TiN device with reset stop voltages of 1.1 V, 1.2 V, and 1.3 V. Stable and uniform switching was observed for 21 cycles in each case. It can be noted that the LRS and HRS currents decreased with the increasing reset stop voltage in Figure 3d. The higher the voltage, the more the conducting filament ruptures, and thus, the HRS current decreases. It was also observed that the current gradually decreased as the reset stop voltage increased in the DC sweep mode, as shown in Figure 3e. However, MLC can be achieved by CC for the set process, which is not desirable for device control.",Main
"Next, the potentiation and depression characteristics were mimicked to apply the Pt/TiO2/HfAlOx/TiN device to a neuromorphic system. For potentiation, repetitive pulses with a voltage of ??0.8 V and a width of 1 ms were used, as shown in Figure 5. Figure S1 shows the transient characteristics of the set and reset process. A low read pulse voltage (0.3 V) was used to not affect the conductance change during the reading. It should be noted that for gradual conductance modulation in the self-compliance region, we demonstrated 10 cycles of long-term potentiation and long-term depression, and found no significant degradation of the MLC.",Main
"In this study, multilevel cells were achieved in a Pt/TiO2/HfAlOx/TiN RRAM device by gradual resistive switching in the compliance region for neuromorphic system applications. The chemical and material characteristics of the TiO2/HfAlOx/TiN stack were confirmed by XPS depth profiling. The LRS was varied by the CC at a compliance current of 1 mA, and the HRS was accurately controlled by the reset stop voltage. Repetitive endurance and stable retention characteristics were observed in different compliance current modes. The self-compliance current region was used to improve the gradual resistive switching during the set process. Finally, stable and repetitive long-term potentiation and depression were obtained owing to the gradual resistive switching in the compliance current region for neuromorphic system applications.",Summary
"Figure 1. (a) Schematic of the Pt/TiO2/HfAlOx/TiN device. XPS spectra of the TiO2/HfAlOx/TiN stack: (b) Ti 1p for Ti-O bonds, (c) Ti 1p for Ti-N bonds, (d) Hf 4f, and (e) Al 2p spectra.",Captions
"Figure 3. I?V characteristics of the Pt/TiO2/HfAlOx/TiN RRAM device at reset stop voltages of (a) 1.1 V, (b) 1.2 V, and (c) 1.3 V. (d) Read current distribution as a function of reset stop voltage. (e) MLC by reset stop voltage.",Captions
Figure 5. Potentiation and depression characteristics of the Pt/TiO2/HfAlOx/TiN RRAM device.,Captions
"The inevitable current overshoot which follows forming in filamentary RRAM devices is often perceived as a source of variability that should be minimized. This sentiment has led to efforts to curtail the overshoot by decreasing the parasitic capacitance using highly integrated 1T-1R or 1R-1R device structures. While this is readily achievable in single device test structures, it poses an intricate design constraint for memory array designs. Several papers (Degraeve et al., 2010, 2014; Fantini et al., 2013; Raghavan et al., 2013; Padovani et al., 2015) suggest that there is insufficient current to form stable filaments for small parasitic capacitances and/or low current compliance levels. Thus, the relationship between minimizing overshoot current and improved filament stability is tenuous. In this study, we utilize the forming energy-based understanding of filamentary forming to reveal that the parasitic capacitance should be optimized, rather than minimized for better filament control.",Abstract
"RRAM forming is fundamentally a dielectric breakdown process. The first step in this breakdown process is the formation of a percolation path which suddenly lowers the resistance several orders of magnitude (step A shown in Fig. 1). The as-formed percolation path (initial filament) inevitably has a current constriction point [1,2]. Next, the inrush current due to parasitic discharge (current overshoot, step B in Fig. 1) enlarges the percolation path, specifically at the point of current restriction. Then, the compliance-limited current restriction activates (step C in Fig. 1) to minimize further changes to the filament until termination of the applied voltage pulse. Using this simple forming picture, minimum variability is achieved by the combination of high initial filament resistance and highly repeatable (controlled) current responses in steps B and C. A significant difference between initial filament resistance and final resistance (Rform) minimizes the impact of the initial resistance variation on the Rform. Minimizing the parasitic capacitance (Cp) can minimize the overshoot current duration [9] (step B), thus reducing one source of variability. Careful layout considerations can limit the Cp such that the overshoot current is nearly eliminated. In this scenario, the formation of the final filament, with Rform much lower than the initial filament, relies entirely on step C [3?5]. In this study, we discuss the viability of this minimized Cp approach in which forming relies heavily on step C.",Introduction
"This study involves 5.8 nm HfO2 RRAM devices with (1T-1R) and without (1R) monolithically integrated transistor compliance elements. The details of the devices are given in Table 1. The Cp values of the devices were calculated using the 1T-1R model in [6]. The presence or absence of an additional drain pad on the integrated transistor provides a means to modulate the Cp. For all the 1T-1R measurements the transistors were operated in saturation mode. DP represents a series of (1R) devices formed using ultra-short voltage pulses ranging from 10 ns to 130 ps in width. For all devices, the energy dissipated during forming was calculated as the product of the measured current, voltage, and duration as explained in detail in [7]. All the transient and the pulsed measurements are performed by applying voltage using 50 ï¿½ï¿½ terminated input probe tip to avoid the artifacts in the input voltage measurements due to reflections. The current is then measured using the 50 ï¿½ï¿½ input impedance of a digital oscilloscope. Similar setup is described in detail in [6] and [7].",Methods
"The dielectric breakdown process (step A) is stochastic. Careful choice of the applied voltage amplitude and duration can ensure that nearly all devices undergo breakdown (forming). However, the time to breakdown, tBD, is random within the bounds of the applied voltage duration. This means that the duration of step C is intrinsically random too. Furthermore, the current level of step C is not constant. Instead, it evolves from the lower level determined by the initial filament resistance to the level set by the current limiter.",Main
"Minimizing or even eliminating step B by minimizing or nearly eliminating Cp means that the choice of a low current compliance may not allow the filament growth to reach the desired resistance stability as in the case of device D1 in Fig. 2(a). Such forming may lead to the reported insufficient current problem [3,4,8?10] and higher Rform filaments which are subject to large fluctuations which introduce further instabilities [3,4,11]. Barring changes to the materials system, efforts to combat these negative attributes involve increases to the forming voltage, pulse duration, compliance current, or some combination of all these approaches. An example for increasing current compliance to lower Rform is shown in Fig. 2(a). Devices D1 and D2 are nominally the same and each have Cp < 1 fF. Device D1 is formed using 50 ï¿½ï¿½A of current compliance which leads to a very high Rform > 1Mï¿½ï¿½ in the voltage range suitable for sensing (> 0.2 V) (Fig. 2(b)). As shown in device D2, the current compliance must be increased to above 150 ï¿½ï¿½A to achieve Rform in the range of 100 kï¿½ï¿½ (Fig. 2(b)).",Main
"Increasing the current compliance, as well as the other aforementioned tactics, all tend to increase the randomness of the filament formation process. Recently, we demonstrated that filament stability correlates with the energy dissipated during forming and that there is an optimum for stability and endurance [7]. Insufficient current is merely an indicator of insufficient dissipated energy and thus incomplete filament formation. Such filaments are more vulnerable to variation in the duration of the compliance current that flows after forming as shown in Fig. 3. Fig. 3 illustrates the forming transients for two similar 1 T-1R devices (D3 and D4) which were formed at 5 V using the same compliance current (ï¿½ï¿½100 ï¿½ï¿½A) and have similar Cp (?1 fF). The extremely small Cp in these devices nearly eliminates the overshoot current duration (step B) such that the compliance region (step C) completely dominates the forming energy. The randomness of the forming process insures that tBD will be different for both devices. As is shown in Fig. 3(a), device D3 formed before device D4. The resistances of these devices were then measured using a parameter analyzer. As shown in Fig. 3(b), the device that formed earlier, D3, has a lower Rform than the device that formed later, D4.",Main
"Strict minimizations of step B, as in case shown in Fig. 3, clearly lead to undesirable variability. The presence of Cp can reduce or even remove the dominance of step C. Fig. 4(a) illustrates the forming transients for four similar 1T-1R devices with Cp in the range of a few 10ï¿½ï¿½s of fF. This small insertion of Cp clearly reasserts the importance of step B as all these devices exhibit overshoot transients which persist for ï¿½ï¿½1 ns (full width at half maximum). Fig. 4(b) shows the post-forming resistance plot for the same devices in Fig. 4(a). Notice that unlike the step C-limited cases of Fig. 3(a), the re-introduction Cp and therefore step B destroyed the link between Rform and tBD which is intrinsically random.",Main
"With the captured waveforms shown in Fig. 4(a), the dissipated energy in step B and step C can be separated and calculated for each device. Fig. 4(c) and (d) show the relationship between the Rform (as measured in Fig. 4(b)) and the dissipated energy associated with step C and step B respectively. For clarity, the dissipated energy in Fig. 4(c) is normalized to the largest step C energy and the dissipated energy in Fig. 4(d) is normalized to the largest step B energy.",Main
"Fig. 4(c) shows no correlation, suggesting that Rform is no longer affected by the step C dissipated energy (as oppose to Fig. 3). A closer look reveals that Rform neither depends on the duration nor the amplitude of current during step C, indicating that the unpredictable tBD is no longer important",Main
"The entire V-shape trend of Fig. 4(d) as a function of step B energy has also been observed in greater detail (Fig. 5(a)) for the DP devices formed using ultra-short pulses such that step C is entirely absent [7]. Over a wide range of the lower dissipated energies, the increase in energy results in a more stable and robust lower resistance filament. While some data scatter does exist, the entire trend is remarkably systematic. Beyond a threshold energy value, further dissipated energy increases lead to an abrupt jump to higher resistance. This echoes the behavior of Fig. 4(d). Fig. 5(b) uses I-V characteristics to show that the jump from lower dissipated energy filaments to the much larger dissipated energy filaments is accompanied by a commensurate change from an ohmic to a non-ohmic characteristic, confirming the fundamental change in the filamentï¿½ï¿½s nature.",Main
"While Fig. 5 uses short pulses to control the duration of the overshoot, it is not necessary because the Cp directly affects the current overshoot duration (not the amplitude) [6]. This simple relationship makes parasitic capacitance an important control knob to tune the dissipated energy. The 1T-1R device model in [6] can be used to determine Cp derived overshoot duration to the step B dissipated energy relationship and thus provide a feedback to device layout. Optimized capacitance value may also be determined by characterizing an array of 1T-1R devices with varying capacitance. Various parameters such as endurance, retention or fluctuations may be used to define an optimized device performance. Since Cp is present in all combination of RRAM devices this method can be used to optimize the RRAM devices with selectors (1S-1R) as well.",Main
"This analysis clearly shows that greatly minimizing or even eliminating the parasitic capacitance is undesirable because it lets the randomness of tBD dominate the Rform values. Similarly, enhancing Cp is also undesirable because too much dissipated energy acts to dissolve/ anneal the filament. Thus, it is advantageous to optimize the parasitic capacitance to minimize the variability in Rform.",Main
"We show through simple forming transient analysis that purposeful inclusion of finite Cp can impart a bounded dissipated energy during filament formation. Instead of minimizing Cp, there is an optimum value which minimizes the variability in the resistance of the formed filament. In addition to reducing variability, parasitic optimization also opens the opportunity to better state control and avoids the undesirable low energy/current forming.",Summary
"Fig. 1. Schematic of the applied voltage and the current through the device during forming showing the time of the percolation path formation at time tBD (time to breakdown), in-rush current due to the Cp and the current compliance.",Captions
"Fig. 2. (a) I-V curve for two nominally equivalent devices (D1 and D2) in which the compliance current is kept at 50 ï¿½ï¿½A for device D1 and greater than 150 ï¿½ï¿½A for device D2. (b) Resistance plot in the voltage range shown in (a) as sensing. The resulting resistance of the formed device, Rform, further illustrates the resistance disparity imparted by these two different compliance limits. Each device has a parasitic capacitance<1 fF.",Captions
"Fig. 3. (a) Forming current transients for devices D3 and D4. The forming voltage pulse (4 V) is applied at time=0 s. (b) Corresponding formed resistance, Rform, as measured over a low sense voltage range.",Captions
"Fig. 4. (a) Forming current transients for devices D5, D6, D7 and D8. The forming voltage pulse (?4 V, 3.5 V, 3.5 V and 4 V respectively) is applied at time=0 s. (b) Corresponding formed resistance, Rform, as measured over a low sense voltage range. (c) Resistance versus the step C normalized dissipated energy and (d) Resistance versus the step B normalized dissipated energy. The normalized dissipated energy in (c) and (d) is normalized for step C and step B, respectively.",Captions
Fig. 5. (a) Rform as a function of the normalized dissipated forming energy formed using a compliance free ultra-short (100 ps) forming pulse [1] on set of devices DP. (b) Representative current-voltage plots showing ohmic behavior for devices formed with lower dissipated energy and non-ohmic behavior for devices formed with higher dissipated energy.,Captions
"We investigate the reset transition of HfO2-based RRAM structures with emphasis on revealing three-state resistive switching effects. We study nonpolar switching in Pt/HfO2/Pt and unipolar/bipolar switching in Pt/Ti/HfO2/Pt structures, respectively. However, three-state resistive switching is only confirmed in the former case by means of various reset methodologies. Using two-step reset experiments it is shown that the transition to the complete reset state occurs at higher voltages if the CF first drops to the intermediate state.",Abstract
"Resistive Random Access Memories (RRAM), based on the resistive switching (RS) of transition metal oxide films (TMOs), such as NiO, TiO2, CuO, HfO2 and ZrO2, is one of the viable candidates for future nonvolatile memory applications due to their good scalability, long endurance, fast switching speed, and ease of integration in the back end of the line of CMOS technology [1?3]. The operating principle of RRAM is based on the reversible resistive switching (RS) between at least two stable resistance states, the high resistance state (HRS) and the low resistance state (LRS). In most cases, the RS effect has its origin in the creation, dissolution and rejuvenation of conductive filaments (CF), and this is believed to involve the formation, migration and recombination of oxygen vacancies or metal ions. Among all kinds of TMOs, HfO2 might be one of the most competitive RS functional materials for RRAM [4?7].",Introduction
"Understanding the physics of the RS phenomena is of great importance to control the performance, variability and reliability of these devices and to foster their real application as nonvolatile memories. In this regard, it is very important to reveal the nature of the CF, its conduction properties and the mechanisms which control its formation and disruption.",Introduction
"In this work, we focus on exploring the reset transition in HfO2- based RRAM structures, with the main goal of investigating threestate resistive switching effects. Recent experiments of unipolar switching in Pt/HfO2/Pt structures suggested the existence of an intermediate conduction state between the LRS and the HRS [8]. In this intermediate state, the CF was shown to behave roughly as a quantum wire (QW), showing conductance of the order of the quantum of conductance, G0  2e2=h. The idea that the CF in RRAM structures can be somehow understood as a QWwas already at the basis of the quantum point contact (QPC) which, though originally developed for soft and hard breakdown conduction paths in thin-oxide MOS devices [9], was recently shown to adequately describe the conduction of the CF both in the LRS and the HRS of RRAM structures based on filamentary switching [10?12]. Moreover, experimental evidence of conductance quantization has also been shown recently, both in devices based on the formation of a metallic CF through a solid electrolyte [13?15] and in RRAM structures with HfO2 as insulating material [8,16]. In the latter case, the CF is believed to be formed by oxygen vacancies and first-principle calculations have demonstrated the feasibility of oxygen-vacancy based CFs showing the properties of QWs [17].",Introduction
"To explore the phenomenology of three-state RS switching effects, we use different reset methodologies and explore both unipolar switching in symmetric Pt/HfO2/Pt structures and unipolar/bipolar switching in asymmetric Pt/Ti/HfO2/Pt devices. Only in the first case, which shows a much higher ON/OFF resistance ratio, three different states of the CF are revealed in the reset cycles. This confirms previous three-state resistive switching results and suggests that the structure of the CF at the microscopic level is different in these two types of structures. In the case of Pt/HfO2/Pt structures, we also perform two-step reset experiments to show the impact of the intermediate state on the reset voltage and reset current statistical distributions.",Introduction
"The structures of Pt/HfO2/Pt and Pt/Ti/HfO2/Pt with an area of 2.5 lm2 were fabricated onto a tungsten plug, as shown in Fig. 1(a). The 10-nm-thick HfO2 layer was deposited by atomic layer deposition (ALD) at 350 C on the Pt bottom electrode (BE) prepared by physical vapor deposition (PVD), followed by the fabrication and pattering of the Pt or Pt/Ti top electrode (TE) using PVD and etching. The Pt/HfO2/Pt structure shows a nonpolar behavior, which means that both the set and the reset transitions can be produced by positive or negative bias. In these structures, however, we only study in detail the case of unipolar switching (i.e. set and reset is achieved by electrical stress of the same polarity). Some typical examples of unipolar set/reset cycles are shown in Fig. 1(b). In the case of Pt/Ti/HfO2/Pt structures, the switching behavior is significantly different. The device only shows reliable switching performance when the reset is operated in the negative polarity, i.e., the Pt/Ti electrode is the cathode in the reset switching, in agreement with recent results of other authors [18]. This is likely because the Ti acts as an oxygen extraction layer which introduces a strongly non-uniform profile of oxygen vacancies (more vacancies near the Ti/HfO2 interface). In these structures, we will consider both the bipolar and the unipolar switching modes, as shown in Fig. 1(c) and (d), respectively. In all the experiments, the set transition was achieved by the application of a voltage ramp with a current compliance limit of 1 mA to avoid complete oxide breakdown. On the contrary, the reset transition was measured by three different electrical methods: constant-voltage stress (CVS), ramp-voltage sweep (RVS) and successive-voltage sweep (SVS) respectively. All the electrical measurements were performed with a Keithley 4200-SCS semiconductor characterization system.",Main
"Firstly, we consider the results of set/reset cycling experiments in which the reset was achieved by application of a ramp-voltage stress (RVS), which is the most widely used method for the investigation of the reset transition. These experiments have been performed in Pt/HfO2/Pt structures operated in the unipolar RS mode and in Pt/Ti/HfO2/Pt structures operated under unipolar and bipolar stress conditions. The measured I(V) characteristics during 125 successive RVS reset cycles applied to the Pt/HfO2/Pt structure are shown in Fig. 2(a), as a representative example of the reset phenomenology under RVS method. In some cycles, this current drop is large enough to reach the HRS directly. In other cases, the drop is much smaller and it is followed by a more progressive reduction of the CF conductance. When the reset ramp finishes, two well defined bunches of conduction states are observed, one slightly above G0 and another one below  0.1G0.",Main
"The Pt/Ti/HfO2/Pt devices were operated both in the bipolar (positive set and negative reset) and the unipolar (set and reset under negative polarity) switching modes. The histograms of lowvoltage conductance measured before and after set and reported in Fig. 2(c) and (d), respectively. First we notice that the reset is much less effective than in the samples without Ti layer, in the sense that the conductance after reset is only at most slightly below G0. The results obtained under bipolar and unipolar reset conditions are indeed very similar and only one big peak is observed after the reset. Since this peak is centered at approximately 0.1G0 and its tail reaches conductance values above G0, we do not have evidence of the existence of the intermediate QW state in these structures. We believe that the differences in the reported conductance histograms reflect significant differences in the microscopic structure of the CF in both types of structures.Wespeculate that the CF might be rather symmetric in the case of unipolar switching of Pt/HfO2/Pt structure with the most constrictive region being located near the middle of the filament (hourglass shape) where the higher temperature is reached and favors CF dissolution during reset. On the other hand, in the asymmetric Pt/Ti/HfO2/Pt structure, the CF might be significantly wider at the Ti/HfO2 interface (conical shape) due to the higher density of oxygen vacancies near this interface. This asymmetric CF might limit the extent to which the CF can be reset and make the observation of the intermediate QW state more difficult due to overlapping with the HRS state. Given these results, our study of the three-state RS effects has focused on the case of unipolar switching in Pt/HfO2/Pt structures.",Main
"In the previous section, we have concluded that the transitions to the intermediate QW state during reset experiments might reduce the probability of full reset of the CF to the HRS. To investigate this issue, we have designed two-step reset experiments consisting in a low-voltage CVS stage (0.55 V and 30 s) followed by a conventional RVS cycle. The goal of the initial CVS is to cause a transition from the LRS to the intermediate QW state in most of the samples. The final RVS reset properties are then compared with those obtained with an equivalent RVS reset experiment performed without the initial CVS. In this way, we obtain information about the impact of the QW state on the final transition to the HRS.",Main
"Fig. 6(a) and (b) shows the scatter plots of the final reset voltage (during the RVS) and final reset current, respectively. The impact of the initial CVS on the initial resistance of the CF is evident in these two figures. Except some cycles which remained in the LRS and showed CF initial resistances below 100 X, the rest of cycles suffered a transition from the LRS to the intermediate QW state and showed initial CF resistances well above this value and up to 104 X. This increase of initial CF resistance causes an increase of the reset voltage and a decrease of the reset current which is shown to be compatible with the thermal dissolution of the CF [19], as shown by the model lines in Fig. 6(a) and (b). The same results can also be represented in Fig. 6(c) and (d) in the form of cumulative distributions of reset voltage and reset current, respectively. These two figures show how the reset voltages are increased while the reset current decreases. However, since the thermal dissolution process is voltage controlled (the voltage determines the local temperature and hence the rate of diffusion of oxygen species), we can conclude that the transition to the intermediate QW state increases the stress requirements for the full transition to the HRS. The decrease of the reset current is fully determined by the increase of CF resistance associated to the transition from LRS to intermediate QW state. The increase of the voltage required to fully reset the CF to the HRS in those cycles that suffer the transition to the QW state needs to be accounted in the design of the reset operation to avoid reset failures related to this issue. Notice that this works has demonstrated that the transitions to the QW state occur under any kind of reset methodology. It is true that the probability of these transitions to the QW state are strongly suppressed at the high stress voltages required for fast pulse RRAM operation. However, these should anyhow be considered to increase the reset yield to high percentiles.",Main
"The existence of a QW state has been demonstrated for the resistive switching CF in Pt/HfO2/Pt devices. No clear evidence of this intermediate QW state is found in Pt/Ti/HfO2/Pt operated under unipolar or bipolar conditions. This might be due to the much lower resistances of the HRS achieved in these structures, likely related to the asymmetric shape of the CF. Different methods have been used for the reset including RVS, CVS and SVS. In all cases, experiments support the three-state RS phenomenon. Three states are identified for the CF: (1) the LRS, which corresponds to a wide CF with metallic properties; (2) a partial reset state in which the CF behaves as a QW; and (3) the HRS, in which a physical gap has been opened in the CF. The probability of full reset (transition from LRS to HRS) has been reported to increase with the applied voltage but in all the reported experiments a significant fraction of the CFs remains in the QW state. It has also been demonstrated that the transitions from the LRS to the QW state increases the voltage required for the full reset of the CF. Thus, this issue needs to be taken into account when designing reset operation algorithms.",Summary
