,0,labels,Name
697,"A multi-color light-modulated transparent memristor composed of BP@PS NSs and ITO electrodes is designed, fabricated, and demonstrated. The virtues of the ITO/BP@PS/ITO device include no initial pre-forming, small operation voltage of ~0.5 V, and high ON/OFF ratio of ~10^2 , as well as long retention time of ~10^4 s at an operating temperature of 85℃. Current conduction from LRS to HRS is explained by the ohmic contact to Schottky contact mechanism. The properties of the memristor is improved by light illumination ranging between UV (380 nm) and NIR (785 nm). Both the resetting voltage and power consumption are reduced and the ON/OFF ratio increases by 10 times. The RS improvement stems from capture of photo-generated electrons by trapping sites consequently increasing the Schottky barrier height. The BP-based transparent memristor has excellent properties and light-modulation introduces a new strategy to improve the performance of devices under concerted electrical and optical stimulations.",76,
698,"In conclusion, we have fabricated MoS2/graphene memristors using large area CVD-grown MoS2 and graphene. These memristive devices are nonvolatile and exhibit multiple conductance levels, which cause them to behave as synapses. Also, these devices exhibit a near linear weight update with identical input pulses, and obey the asym-metric Hebbian learning rule, which is advantageous for their applica- tions in unsupervised learning. The devices exhibit excellent room temperature data retention for 􏰀104 s. Additionally, the devices exhibit STP, and undergo LTP and LTD for >10 s. These MoS2/gra- phene memristive devices show the necessary characteristics of a bio- logical synapse, making them perfect for implementation in neuromorphic hardware for machine learning applications.",3,
699,"In summary, we have presented a quantum dot floating gate transistor featuring a memristive operation mode. Sweeping closed voltage cycles allows to charge and discharge QDs in close vicinity of a 2DEG, resulting in a pinched hysteresis loop with two clearly distinguishable conductive states around zero bias. The memristive operation mode is observed up to temperatures of 165 K. The conductance of the device can be controlled by the charging voltage or the time difference between rectangular voltage pulses applied directly to the source and drain contact. The presented QD floating gate transistor with its memristive operation mode may be considered to realize artificial synapses in future non-von Neumann computer architectures.",3,
700,"In summary, the memristive performances of TaOx films with graded oxygen content were examined in detail. These devices demonstrated lower forming voltages, more uniform operating voltages, and up to 10.9 kX LRS and 467 kX HRS that help to suppress the leakage current. The cycling endur- ance of over 104 times was confirmed by the 100 ns, 50 ns, and 10 ns pulse widths with lower operating voltages than previous reports. Data retention of HRS and LRS at 85 ○C lasts for 104 s. These high performances can be attributed to the graded oxygen content, resulting in the electric-field gra- dient and temperature gradient along the conduction path, limiting the formation or rupture of the random CFs to the customized highest oxygen concentration zone. Hence, using TaOx films with oxygen concentration gradient is an effec- tive way towards high-performance memory device.",45,
701,"In conclusion, the BRS mechanism is demonstrated for annealed GO thin film based two terminal device structures in M2(Au,Al)/GO(T)/M1(ITO,Au,Al) configurations. Applying voltage in a complete sweep cycle of 0 → +Vmax → 0 → -Vmax → 0, through M2/GO(T)/M1 structures with Al as one of the electrodes (M1 or M2 = Al), a decrease in the electronic current with an abrupt LRS → HRS transition is observed at V+th and the device regains the original LRS at V-th. A maximum BRS with switching ratio of ~10^4 order between two distinguished resistive states (HRS and LRS) is achieved in annealed GO thin film based Al/GO(200°C)/ITO device structures. This BRS in repeated voltage sweep is initiated with the Al filament breaking at V+th due to the combined effect of Joule heating in the filaments and Peltier heat generation at the GO/ITO interface, followed by the formation of Al-filaments due to electric field induced metal ion movements through GO film prompting to HRS → LRS transition at V-th in the opposite polarity during 0 → -Vmax . The acquired awareness of BRS phenomena in two terminal structures with sandwiched annealed GO thin films is crucial for device designing, specifically for non-volatile memory element in the electronic circuitry.",5,
702,"The top electrode/nclick='CorrectionLayer(0)'>ZrO : nc-Au  n+ Si sandwich struc-tures are fabricated and investigated. The resistive memory with a top Au electrode shows a remarkable self-rectifying effect at LRS, which is suggested to originate from the dif- ferent contact barriers for the asymmetric device structure. A plausible model is also proposed to explain the localized self-rectifying resistive switching behavior. The self- rectifying characteristic at LRS is an attractive property for resistive memory, which shows a potential use to minimize the cross-talk effect and alleviate the misreading in passive crossbar structure arrays.",0,
703,"In conclusion, we have described a FIB cross-sectioning method to directly observe local conductive spots in our polymer memory device. Based on the TEM results, we conclude that the memory mechanism is due to the formation and annihilation of filaments. We also proposed a model to describe the formation of these highly conductive pathways with evidences from STEM-EDS. During the forming process, metal ions are injected into the polymer film by enhanced localized electric field. When a sufficiently high voltage bias is applied to the formed device, highly conductive spots are created by the locally enhanced electric field and high current density. These conductive spots are destroyed by joule heating when a higher voltage is applied to the device. Temperature dependence studies were performed on the device and the results were consistent with our model. Transient current measurement further enhanced our understanding on the switching dynamics of the device.",52,
704,"We have shown that nonuniformities in the device, either intentionally or unintentionally introduced during the fabrication process, are capable of dominating device characteristics. The polymer in our device played only a secondary role in the switching mechanism. There are several reports in the literature describing polymer memories with similar device characteristics but explained by different mechanisms. While it is difficult to generalize our findings to all material systems, we believe that it is necessary to carefully examine the nonuniformities in both the electrode and film when studying the device mechanism.",69,
705,"In summary, we introduced low-toxicity and uniform Cs3Cu2I5 perovskite films as the active layer and successfully fabricated the Ag/Cs3Cu2I5/ITO memristor. In the Ag/Cs3Cu2I5/ITO memristor, unfortunately, the top electrode Ag would easily react with iodide ions and then generate AgIx, thus increasing the defect concentration in the active layer and degradation of the Ag electrode. Such effects would induce a negative set event during the reset process, resulting in the Ag/Cs3Cu2I5/ ITO memristor with poor endurance. To improve the performance of the memristor, the ultrathin PMMA films are introduced as an isolating layer to fabricate the Ag/PMMA/ Cs3Cu2I5/ITO memristor. After optimization, the RS properties of the Ag/PMMA/Cs3Cu2I5/ITO memristor are tested under open-air conditions. The results show that the obtained nonvolatile memristor exhibits bipolar RS with low operating voltage (< ±1 V), large on/off ratio (102), stable endurance (100 cycles), and long retention time (>104 s). It is proven that this strategy successfully avoided the direct contact between the Ag electrode and Cs3Cu2I5 perovskite films and effectively promoted the performance of RS behavior of the memristor. Additionally, the LTP and LTD functions of biological synaptic properties have been investigated. Using the MNIST handwritten recognition data set, simulation based on the above experimental data could reach a handwritten recognition rate of 94%. In conclusion, these low-toxicity memristors with high recognition accuracy show great potential for use in next-generation computing systems.",42,
706,"In conclusion, the plasma-enhanced atomic layer deposition (PEALD) process using Ta(OC2H5)5 as a precursor and plasma-activated hydrogen as a reactant was developed to control the oxygen vacancy concentration and the accompanying leakage current density of the tantalum oxide film. Compared with the thermal-atomic-layer-deposited (thermal-ALD) Ta2O5 film, whose oxygen vacancy concentration must be negligible, the leakage current density of the PEALD TaOx film was ~ five orders of magnitude higher, which must have been induced by the high concentration of oxygen vacancies when the hydrogen volume fraction in the reaction gas was 70%. The leakage current of the PEALD film flew according to the Poole-Frenkel mechanism, with a trap depth of 0.53 eV. The possibility of oxygen vacancy concentration control in PEALD TaOx films was also confirmed by the in situ X-ray photoelectron spectroscopy (XPS) measurements of both the Ta4f core and the valence band (VB) lines. The comparison of the XPS-measured low-oxidation-state content of Ta4+ (~5%) and the time-of_xFFFE_flight secondary ion mass spectrometry (TOF-SIMS)-estimated H-containing species allowed this study to conclude that non-stoichiometry is largely related with the formation of oxygen vacancies rather than Ta-H ones. The oxygen-deficient TaOx layer played a fluent role as the oxygen vacancy source for the resistance switching of the stoichiometric Ta2O5 layer in contact with it. With the help of such positive role of the PEALD TaOx layer, the resistive switching random access memory (ReRAM) performance up to 1.3x106 cycles was confirmed when the repeated switching test was performed in ISPP mode. The retention of the HRS and LRS up to 5 hours was also confirmed at 300oC from the stacked sample. While such positive roles of the oxygen deficient TaOx layer have already been reported using the reactively sputtered oxygen deficient layers, the deposition of the ALD-based oxygen-deficient layer and its performance confirmation is a notable step forward for RS structure integration with such highly industry matured deposition techniques as ALD.",10,
707,"In summary, the temperature dependent resistive switching of a carbon-based memristor has been characterized. Selection of appropriate contact metals and the insertion of an a-COx layer interfaced with an Ag metal electrode allow low power/energy (~6 nW/250 pJ) devices to be realized. The energies of both the deep acceptor and shallow donor trap states responsible for resistive switching in the amorphous carbon devices have been measured. These states occur in the ta-C layer only and are not related to doping. This work has demonstrated a resistive switching mechanism in disordered carbon that requires no electroforming and no conducting filaments. The memory dynamics suggest suitability for these carbon memristors to be used for future technologies such as reservoir computing and neuromorphic sensors.",26,
708,"The temperature dependence of VCNR that develops in I-V curves of Al–Al2O3–Au diodes, with Al2O3 thicknesses between 12 and 54 nm, has been studied between ~180 and 300 K. Al2O3 is formed by anodizing Al films under conditions that increase the defect and impurity concentration in Al2O3. The voltage to establish VCNR at 300 K is 4.5–6 V, independent of Al2O3 thickness. Electroluminescence of Al–Al2O3–Au diodes occurs simultaneously with the development of VCNR in I-V curves. The maximum current of the VCNR characteristic, Imx, decreases as temperature decreases, particularly for the decreasing voltage portion of the I-V curve. Between 220 and 190 K the VCNR characteristic vanishes; currents become erratic and electroluminescence disappears. Raising the temperature above 200–210 K and measuring I-V curves restores the VCNR characteristic. The voltage for maximum current, Vmx, is between 2.5 and 3.0 V at 300 K. It increases by 1.0–1.5 V as temperature decreases. There is a voltage threshold for electroluminescence, Vth, which is 1.5–2.0 V at 300 K, independent of Al2O3 thickness. Vth increases by as much as 1.5 V as temperature decreases. The electroluminescent intensity ratio, IL / IF, is largest in Al–Al2O3–Au diodes with the thinnest Al2O3 layers.",31,
709,"A model of conduction through one or a few filaments is proposed. Formation of VCNR in I-V curves results in positive charge, an Ohmic contact, and a high-field region at the Al–Al2O3 interface. Electroluminescence is due to recombination of electrons injected into an impurity band, which recombine with defects in Al2O3. Vth is determined by the barrier between the Al Fermi level and the impurity band. As temperature decreases, this barrier increases as impurity states are filled by electrons and cannot ionize thermally. Recombination of electrons with defect centers that govern the Ohmic contact at the Al–Al2O3 interface changes the nature of the Ohmic contact and results in the decrease in current when VS Vmx. Restoration of VCNR in I-V characteristics for decreasing voltage is due to the re-establishment of the positive charge distribution at the Al–Al2O3 interface which determines the Ohmic contact.",31,
710,"It has been suggested70 that there are 9 key metrics that define a memory system, of these the on/off ratio, cycle endurance, ruggedness, retention time, read time and rectification are covered above. This leaves write/erase time and power consumption, both of which are tied to the design of the memristive device and how it is operated, the obvious benefit being that they can be tuned for the exact requirement. Retentions time for these devices were short compared to commercial memory devices, but 10 s is enough time for temporary storage during processing and the true memristive nature of the device operation could give rise to applications in neuromorphic devices or analogue computation. Finally, coupling light sensitivity to electrical memory storage opens many possibilities for optical switching applications perhaps by enabling complex computational applications involving both electrical and optical switching in a single passive component.  ",-1,
711,Depth profiling using Raman microscopy with excitation light of different wavelengths and conducting Raman microscopy across the cross section of film layers was applied to characterize polysilicon films. It has been possible to identify crystalline material beneath a surface layer of amorphous silicon in polysilicon deposited at 570 ◦C.,68,
712,"Raman microscopy has confirmed the variation in crystalline structure with depth shown by TEM, in addition to providing information on polysilicon films for which a TEM result was not available. Results indicate that a high deposition temperature gives rise to a structure that varies significantly, but progressively, with layer thickness, intermediate/low deposition temperatures produce layers that vary less significantly but randomly with thickness and a very low deposition temperature yields a material that shows large variations with thickness, changing from amorphous at the surface to crystalline at the interface with the substrate. Such variations may have consequences for micromachined structures containing polysilicon films that have been released from the substrate. Structural variations in the polysilicon can introduce and reveal stress gradients, which can cause the structure to buckle and fracture.",68,
713,"A finite element model was introduced to describe the resistance response of a semiconductor analog memristor based on the drift and diffusion of mobile dopants. An ana- log resistance change in a semiconductor with mobile dop- ants can be achieved via both dopant extraction and the less obvious dopant redistribution within the device. Minor re- sistance changes can be achieved by varying initial concen- tration levels, device geometry, and the dependence of carrier mobility on ion concentration. However, for large re- sistance changes, ion extraction must be considered. The optimal regime for memristor operation is ion extraction pro- vided that ions can be replaced with minimal loss of capacity or damage to the structure as happens in common thin film battery cathode semiconductors.",26,
714,"In summary, the resistance switching memory operations using the bistability in the I–V characteristics of GaN=AlN RTDs were investigated to realize ultrafast nonvolatile memories operating at a picosecond time scale. The I–V characteristics of GaN=AlN RTDs are degraded by the leakage of electrons accumulating in the quantum well from a deep level in the AlN barrier. On the basis of this model, the resistance switching memory operations were performed using appropriate bias voltages. As a result, the number of cycles of repeated measurements corresponding to write– read–erase–read memory operations greater than 9000 and a retention time above 30 h were attained at room temperature, and no mechanical damage was evident. These results show the feasibility of realizing ultrafast nonvolatile memories used for the core processor in normally off computing systems. However, more improvements of the crystal quality and device design of GaN=AlN RTDs are necessary to suppress the small leakage of electrons from the quantum well and realize high-endurance resistance switching memory operations.",0,
715,This work discusses unipolar resistive switching in polycrystalline hexagonal YMnO3 thin films grown by pulsed laser deposition with circular Au or Al top electrodes on unstructured Pt or Pt/Ti bottom electrodes. Resistive switching can be ascribed to the formation and rupture of conductive filament. Endurance of the YMnO3 thin films is improved by choosing an Al top electrode instead of an Au top electrode. Mainly surface roughness and stability of the top electrode determine the endurance. The OFF to ON resistance ratio lies in the order of 104–105 for a chosen electrode size and the good retention properties of YMnO3 thin films make it a potential material for novel resistive switching devices with a huge OFF to ON resistance ratio.,-1,
716,"In both Figs. 4(a) and 4(b), the open symbols represent the reset currents for NW-based ReRAMs.17,18,20,21 The comparison shows the significant improvement of Au/NiO/ Au NWs developed in this work in terms of downscaling and power consumption.",-1,
717,"In summary, we present arrays of nanoscaled RS memory elements in the form of segmented MOM NWs embedded in an alumina matrix. The forming procedure was carefully man_xFFFE_aged to demonstrate that current limitation plays a crucial role even in nanometric devices. The switching operation of a selected single NW was satisfactorily achieved without dis_xFFFE_turbing the surrounding ones. The reset current and power could be reduced down to 2.7 nA and 1.3 nW, respectively, by increasing the resistance during the preceding set operation: indeed, the general trend derived from literature is satisfacto_xFFFE_rily extended to the nA range by adding the results obtained on NiO-based NWs. On the other hand, by comparing our results with literature data, we can conclude that the geometri_xFFFE_cal downscaling plays a determinant role in the reduction of the power consumption, only when a limitation of the forming current is achieved, even in nanometric devices. In this con_xFFFE_text, we demonstrate superior performances in comparison to other nanowire-based devices opening a new route for NW_xFFFE_based ReRAMs exhibiting reduced power operation and fabri_xFFFE_cated by bottom up approach.",41,
718,"In conclusion, we have demonstrated the switchable diode effect in the polycrystalline BNT thin films which exhibit good ferroelectric properties. The P-V and I-V curves together certify that the current hysteresis and switchable diode effect are mainly triggered by the ferroelectric polarization modulated Schottky-like barriers of Pt/BNT interfaces. The retention capacity measurement indicates that the switchable diodes with resistive ON/OFF ratio as high as 3 orders, which indicates that the polycrystalline BNT thin films, would be a candidate for non-volatile resistive memories applications.",-1,
719,"Resistive switching properties of hafnium oxide and manganese oxide double-layer films have been investigated. Compared with single layer devices, the Ag/MnOx/HfOy/Pt devices exhibited improved performances such as high resistance ratio and good retention properties. The bipolar resistive switching characteristics were attributed to the formation and disruption of Ag conductive filament in the oxide layers.",27,
720,"In summary, both unipolar and bipolar resistive switchings are found in NiSi gate MOS transistors after gate dielectric percolation. Nanoscale Ni filament and oxygen ion conduction are shown in the vicinity of the percolation by TEM/ EELS, which are believed to be the physical defects responsible for resistive switching. It is possible to fabricate a RRAM cell together with a HK/MG transistor using the same FEOL processes for more flexible integration and design.",20,
721,"In summary, we have demonstrated two types of resistance switching in the Ag/ZnO/Pt structure, which are accompanied by hysteretic and rectifying I–V characteristics. The changes in the structure of the ZnO layer, occurred during switching, were investigated by PL measurements. The bipolar resistance switching and corresponding increase/decrease of the luminescence signal in the ultraviolet region were attributed to the Agþ ions migration. The monopolar resistance switching accompanied by changes in the visible emission band was, in turn, attributed to generation/recovery of oxygen vacancies in ZnO.",7,
722,"In summary, we have demonstrated an effective method to control the CF growth process in the solid- electrolyte-based ReRAM by using metal NCs covering the bottom electrode. On the basis of TEM image analy- sis, we conclude that CFs grow easily along the direc- tion of the metal NC, which enables their formation along the same path during repeating RS cycles. The NC-guided CF growth reduces the randomness of the CF formation and rupture processes, leading to im- provement of stability and uniformity of CF-based ReRAM. This work provides a feasible way to control the CF formation path by metal NC or other electric- field-concentrating initiators. Furthermore, the size of the electric-field-concentrating initiators can be further reduced by using self-assembly or grain-boundary- mediated diffusion methods, leading to devices with well-controlled filament formation even at sub-10 nm scale.",18,
723,"he optical pump fluence. The maximum modulation of Fano resonance is observed at the pump fluence of 350 J/cm2 (red curve in Fig. 5D), which is slightly higher compared to the quartz substrate (250 J/cm2 ). This difference in pump fluence arises due to the change in substrate (polyimide and quartz), which results in changing the morphology of perovskite thin film. The device flexibility and performance was further investigated by bending the structures to introduce the curvature in the metasurface, which is denoted by . Figure 5 (E to G) shows the robustness of the flexible metadevice, where modulation of Fano resonance remains invariant irrespective of different curvatures 1 and 2. offers many advantages in terms of device stability, low cost, and facile fabrication to push the THz applications toward large commercial scale, particularly where real-time control and manipulation of THz radiation, such as short-range wireless THz communication, ultrafast wavefront control, and photodetectors, is required.",12,
724,"In summary, we propose a novel hybrid neuromorphic system comprising MAM devices with nonideal characteristics to efficiently implement on-the-fly learning when processing spike signals. This system is shown to overcome several important challenges that are characteristic to traditional memristive devices proposed for neuromorphic circuits, such as the asymmetric conductance response, limitations in resolution and dynamic range, as well as device-level variability. The analog circuit-based STDP design also has the features of efficient transistor cost, low power consumption, and intrinsic tolerance for process variations. Hence, the proposed system and the corresponding simulations are an important tool toward the realization of highly efficient, large-scale neuronal networks based on advanced nanodevices with typical experimentally observed nonideal characteristics. Our results could also benefit applications such as neuromorphic robots, context understanding, and video processing.",39,
725,"In conclusion, devices composed of a Cu-ZnO nanowire-Cu sandwich structure have been characterized over a wide dynamic range. An electromechanical model has been postulated to explain the resistive switching behavior of the devices. Electromechanical re-location of nanowire clusters is thought to be the cause of resistive switching behavior observed at low frequencies. At high frequencies, the nanowires could not respond fast enough because of the large damping force in the nanowire cluster, and hence geometrical capacitance between nanowires dominated. The bandpass resistive switching behavior of the device is therefore attributed to the mechanical resonance of the nanowires. The nonlinearity of various resistance states was the result of the back-to-back Schottky barriers between nanowire boundaries.",9,
726,"In summary, significantly large, nonvolatile, and reversible lattice strains (up to 2.18%) were transferred to the L10-FePt films by using mechanically/thermally controlled the shape memory effect in NiTi(Nb) SMA substrates. Such lattice strains effectively reduce the energy barrier for magnetic reversal domain nucleation through electronic/domain structure interactions, resulting in noticeable decrease of the reversal nucleation field and the HC value (tunability by 80%). Moreover, the HC tunability is nonvolatile and reversible due to the characteristics of shape memory effect in the substrate.",-1,
727,"In summary, we fabricated NiO nanowire array devices with different cell sizes or different diameters using the AAO templates formed on the Si substrates. The nanowire array devices exhibited unipolar resistive switching behav- iors, and the switching parameters were reduced with decreasing cell size. These devices also showed the scaling behaviors IRESET / R_0 and B3f / R_0 , independently of the cell size. However, the scaling exponent a was dependent on the nanowire diameter. The larger a was found for the smaller nanowire diameter, leading to the smaller fractal dimension of D_f for the smaller nanowire diameter. On the other hand, the scaling exponent c was independent of the nanowire diameter, as expected from scaling theory in which c is independent of D_f . The decrease in D_f was possibly ascribed to the localization of conducting paths within each nanowire",49,
728,"In conclusion, we have described the electroforming process in metal-oxide nanodevices made of TiO2, Al2O3, and HfO2 oxides combined with Au, Ni, Ti, and Pt electrodes. In total, more than 1300 devices have been exposed to sequences of electrical stimuli (i.e., RVS, CVS, and PVS) and the experimental results have been compared with theoretical calculations via multiscale modeling software (i.e., GinestraTM). Our study reveals that the evolution of the currents driven before electroforming, the electroforming time, and the presence and quality of bipolar RS after electroforming strongly depend on the method used to deposit the insulating material. The use of sputtered oxides and Ni electrodes seems to facilitate post-electroforming bipolar RS when electrical stimuli of reverse polarities are applied, the use of Au electrodes increases the electroforming voltage, and the use of Pt electrodes slows down the electroforming process, which is manifested by a plateau region in the I−t curves. Finally, we systematically observed that CVS and PVS are much more suitable than RVS to characterize electroforming, as the shape of the I−t curves can anticipate the presence of postelectroforming bipolar RS in the devices. These findings should be valuable for designers of neuromorphic systems, as they provide important insights into which materials, synthesis processes, and characterization strategies are the most suitable.",56,
729,"In this paper, we presented the resistive switching characteristics of HfO2 based OxRAM by using C-AFM in the vacuum environment. Samples with different bottom electrodes were studied by using AFM tips (Full diamond and PtSi) as the top electrode for the MIM structure. The results were analyzed using a phenomenological model assuming that the current is limited by a constriction in a conductive filament in the On state after forming. In the Off state, the constriction is open, giving rise to a gap whose length and barrier limit the tunneling current. The effect of different tip materials and sizes on switching characteristics was particularly studied. There was not much effect of the tip material on the I-V switching characteristics although there was a strong effect of sharp and blunt AFM tips. With sharp tips, one observed lower Off state currents and larger SET and RESET voltages which present large fluctuations with cycling. With blunt tips, the I-V characteristics presented higher Off state current comparable to devices and reproducible switching characteristics. SEM-EDX measurements on the full diamond AFM tip have shown the presence of Ti on the blunt tips only after electrical measurements. These facts consistently with the model based analysis led us to assume that the differences between blunt and sharp tips may be explainable if the metallic filament constriction is located near the top electrode tip contact. For sharp tips, the Off state tunneling current barrier is consistent with a (Pt or C tip)/HfO2/Ti (filament) interface as for blunt tip and devices with the Ti/TiOx/Ti interface. The difference in tunneling barrier characteristic was explained by the effect of the slight tip shift. For devices, this constriction was assumed in the vicinity of the bottom electrode. This geometrical difference leads to variations of the electron flux transmission factor that accounts well for larger set voltages in the case of AFM tips compared to devices. The larger reset voltages observed for CAFM were explained by the shallower filament constriction position and assumed to be linked to the higher breakdown electric field. Finally, we did not observe any significant effect of polarity on switching characteristics, including forming with CAFM. Since Ti was present only in bottom electrodes, the Titanium concentration gradient is likely the driving force in the forming process. Ti migration during forming from high Ti concentration electrodes to low Ti concentration in a preexisting hot breakdown percolation path might explain the differences in the geometrical position and geometry of the filament constriction.",62,
730,"The temperature dependence of the resistance of GeTe/ Sb2Te3-superlattice-based iPCM devices was measured, demonstrating thermal stability up to 200 °C. It was shown that the peculiar behavior of the SET and RESET resistances of iPCM devices at elevated temperature is a feature unique to the GeTe/Sb2Te3 superlattice as opposed to the GST alloy, underscoring the fundamental differences in the structure and switching process. These differences may be useful for the development of multilevel encoding memory devices. The appearance of additional resistance levels in iPCM at T > 150 °C was shown.",0,
731,"In summary, by fabricating the Au/PMMA/PMMA:MoS2 QDs/PMMA/FTO device, the memory effects of MoS2 QDs embedded in the insulating PMMA were confirmed with the excellent read endurance, retention capability, and large resistance ratio. Meanwhile, the unique quantum conductance phenomenon was also observed in this MoS2 QD memory device. Based on the energy band evolution, the origin of memory effects and quantum conductance was clearly understood taking trapping/de-trapping and quantum tunneling effects of nanoscale MoS2 QDs into account. This work also indicates the potential application of MoS2 QDs in data storage.",66,
732,"As a possible model of the CER effect, we proposed that a charging effect at the Schottky-like interface composed of a metal and an insulating perovskite oxide modifies the potential profile of the barrier.""' Other research groups have proposed an electrochemical migration of oxygen ions at the interface as the origin of resistance bistability."",12 According to the electrochemical migration model, it would also occur at Ti/LSMO interfaces when a large electric field is applied. In our experiments, however, the metal-to-metal contact of the Ti/LSMO interface shows no CER effect and the insertion of such thin insulating SCMO layers as n=1-5 at the interface induces the CER effect. Therefore, electrochemical migration mechanism alone cannot count for the experimental results. It is natural to think that the insulating properties of perovskite manganites play an important role as an electronic origin of the CER effect. From the SCMO thickness dependence on the CER properties, we infer that the charging effect at the trapping sites within several u.c. modifies the electronic properties of the junction.",2,
733,"In summary, we have studied the CER effect of the Ti/Smo. Cap.3MnO3(n u.c.)/Lao. Sro.3MnO3 [Ti/SCMO(n)/ LSMO] junctions. No CER effect takes place at the metalto-metal contact of the Ti/LSMO junction, while the insertion of thin insulating SCMO layers at the Ti/LSMO interface induces the CER effect. These experimental results support an electronic origin of the CER effect. Also, the active layer thickness of the perovskite manganites for the CER effect is shown to be several u.c.",2,
734,"In this sense, our results appear qualitatively coherent with the usual description of SET and RESET processes in filamentary memristive devices. On the other hand, it must be cited that, in literature, results that move away from ours can be found regarding filamentary systems involving similar, as well as different materials. For instance, gradual transitions for both SET and RESET dynamics over a window of more that 3 (¼Rmax/Rmin) have been found in filamentary devices based on a Ta2O5-x/TaOy bilayer structure.11 For what concerns HfO2-based memristors, contrasting results can be found. For instance, the groups of Professor Nishi and Professor Wong found a nice gradual RESET behavior over a significant resistance range driven by repeated identical pulses in a Pt/HfOx/TiOx/HfOx/TiOx/TiN as well as in Pt/ HfO2/TiN devices in two separate publications17,32 and did not report about any gradual transition for SET operation. Gao et al. first reported preliminary observations on the pulse repetition number on the resistance change on TiN/HfO2/Pt devices,20 as later confirmed by the present authors.23 On the other hand, few works on HfO2-based memristors demonstrate gradual SET and RESET operations as function of the number of pulse repetitions.5,19,34",-1,
735,"This literature survey demonstrates that fully understanding the switching dynamics in memristor is still a matter of study, and with the present manuscript, we present the details of TiN/HfO2/Pt switching dynamics for SET and RESET in different voltage conditions. The results have been discussed in terms of the relations among the thermo-electrochemical effects of Joule heating, ion mobility, and resistance change, which provide a positive and negative closed loop processes in SET and RESET, respectively. Furthermore, the effect of a competition between opposite tendencies of filament dissolution and formation at opposite metal/HfO2 interfaces is supposed to play a role in determining the observed dynamics. Related to this competition is the demonstration of forming and SET processes conducted without any current limitation, which constitutes a possibly interesting breakthrough for many practical applications, even though the reduction of the involved current still must be addressed.",28,
736,"In this paper, we have shown that the PBD event occurs in the case of MOS devices consisting of two and three layers of aluminum oxide (Al2O3) and hafnium oxide (HfO2) by means of a highbandwidth setup. To clarify the role of the interfaces in the heat dissipation from the BD path to its surroundings, a systematic analysis of the BD transients was performed in those samples. Taking into account the literature, the BD current growth rate was proposed as an adequate magnitude to measure the heat dissipation during the BD event since it is strongly related to the thermal conductivity of the dielectric layer. Overall results showed no differences in the PBD growth rate indicating a negligible impact of the interfaces on the temperature profiles around the CF despite the number of interfaces.",49,
737,"Although the role played by material interfaces in the heat dissipation in nanoscaled devices is well documented, our results show no clear impact of oxide–oxide interfaces on the BD transients. This suggests that the capabilities of the stack to dissipate the heat produced during BD, which drives the PBD growth, away from the BD path are solely defined by the bulk materials involved.",20,
738,"This observation goes in strong favor of the formation of a CF (probably due to atom electromigration from the electrodes) with electrical characteristics that are not influenced by the number of oxide interfaces in the multilayered stack. This concept was shown by QPC model fits, consistent with the idea of a variable energy barrier at the center of the filament constriction. The case of partially formed percolation paths is considerably different, since most of the power is dissipated at the interfaces within the percolation path itself and the surrounding insulator, where energy barriers limit the carrier transport into and out of the filament.",58,
739,"In addition to their relevance for the scaling of gate dielectrics in modern CMOS devices, our results may provide a basic framework for different applications of ultra-thin dielectrics, in particular, for the electrically induced resistive switching effects which have been proposed as the basis for future semiconductor nonvolatile memories.",0,
740,"In summary, highly oriented (-111) HZO films are potential storage materials in metal-insulator-metal resistive switching memory devices with superior bistable bipolar RS behavior. Experimental measurements show that highly oriented HZO devices have lower switching voltages and a superior retention time of 105 s without significant degradation. These devices can perform robust multivalue data storage at room temperature and achieve better biosynaptic functions and plasticity. The highly oriented HZO device has simple fabrication processes and excellent electrical performance in nonvolatile memory and neuromorphic computation applications.",-1,
741,"See the supplementary material for other related device properties, such as the conductive mechanism and XPS spectral analysis of highly oriented (-111) HZO films devices (as shown in Figs. S4 and S5), the effects of spike parameters (as shown in Fig. S6), and the analysis of highly oriented (-111) HZO thin films to improve the performance of RRAM devices.",70,
742,"In conclusion, the electric transport properties of poly- crystalline BFO films prepared by a sol-gel method have been investigated by means of I-V and c-AFM measure- ments. The resistance switching behaviors without the form- ing process are found in the BFO films annealed at and above 650 °C. The c-AFM and retention measurements sug- gest that the redistribution of oxygen vacancies in grain boundaries under an electric field plays a key role on the resistance switching behaviors.",4,
743,"In summary, this study investigated the RS mechanism of PCMO thin films by analyzing RS I-V curves and valence band spectra of epitaxial-grown PCMO (110) films on STO (001) substrates. To intrinsically observe changes in the interface between TE and PCMO in the RS process without damage to the PCMO surface, we adopted an Hg liquid drop as the TE. After the “forming process” was initiated through repeated I-V sweeps, the Hg drop/PCMO (110)/STO (001) exhibit a counterclockwise bipolar RS curve, and the measured LRS and HRS curves exhibit different behavior in the trap-filled-limited region under both applied positive and negative voltage. The difference in I-V behavior between LRS and HRS can be attributed to the electrochemical migration model in PCMO film via applied electric field. The interpreted RS mechanism was also confirmed with valence band spectrum analysis.",19,
